Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Taxonomic lineage	EC number
K2QCY8	unreviewed	K2QCY8_METFP	Uncharacterized protein	A994_07240	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QCZ1	unreviewed	K2QCZ1_METFP	Mrr_cat domain-containing protein	A994_07265	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QCZ5	unreviewed	K2QCZ5_METFP	NTP_transf_2 domain-containing protein	A994_07290	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QCZ8	unreviewed	K2QCZ8_METFP	Uncharacterized protein	A994_07315	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD05	unreviewed	K2QD05_METFP	Radical SAM domain-containing protein	A994_07365	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD08	unreviewed	K2QD08_METFP	Uncharacterized protein	A994_05351	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD12	unreviewed	K2QD12_METFP	Uncharacterized protein	A994_05376	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD17	unreviewed	K2QD17_METFP	Abortive infection protein	A994_05401	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD20	unreviewed	K2QD20_METFP	Uncharacterized protein	A994_05426	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD32	unreviewed	K2QD32_METFP	DNA-directed RNA polymerase subunit K	A994_05501	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD39	unreviewed	K2QD39_METFP	50S ribosomal protein L14e	A994_05551	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD59	unreviewed	K2QD59_METFP	Uncharacterized protein	A994_05701	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD70	unreviewed	K2QD70_METFP	Signal transduction histidine kinase	A994_05751	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD74	unreviewed	K2QD74_METFP	Signal transduction histidine kinase	A994_05776	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD78	unreviewed	K2QD78_METFP	Uncharacterized protein	A994_05801	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD87	unreviewed	K2QD87_METFP	DUF815 domain-containing protein	A994_05851	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD95	unreviewed	K2QD95_METFP	UspA domain-containing protein	A994_05876	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD99	unreviewed	K2QD99_METFP	Uncharacterized protein	A994_05901	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDA1	unreviewed	K2QDA1_METFP	Uncharacterized protein	A994_05926	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDB0	unreviewed	K2QDB0_METFP	Uncharacterized protein	A994_05976	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDB6	unreviewed	K2QDB6_METFP	Uncharacterized protein	A994_06001	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDB9	unreviewed	K2QDB9_METFP	Family 2 glycosyl transferase	A994_06026	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDC8	unreviewed	K2QDC8_METFP	Phosphoribosylglycinamide synthetase	A994_06076	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDD3	unreviewed	K2QDD3_METFP	Acylneuraminate cytidylyltransferase	A994_06101	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDD8	unreviewed	K2QDD8_METFP	Ubiquinone/menaquinone biosynthesis methylase-like protein	A994_06126	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDE2	unreviewed	K2QDE2_METFP	Uncharacterized protein	A994_06151	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDE6	unreviewed	K2QDE6_METFP	Cation transport ATPase	A994_06176	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDF1	unreviewed	K2QDF1_METFP	VOC domain-containing protein	A994_06201	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDF4	unreviewed	K2QDF4_METFP	Phytoene dehydrogenase-related protein	A994_06236	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDF9	unreviewed	K2QDF9_METFP	Phosphate transporter	A994_06261	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDG3	unreviewed	K2QDG3_METFP	Metallophosphoesterase	A994_06286	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDG6	unreviewed	K2QDG6_METFP	Queuine/other tRNA-ribosyltransferase	A994_06311	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDH2	unreviewed	K2QDH2_METFP	Transcriptional regulator PadR family transcriptional regulator	A994_06336	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDH6	unreviewed	K2QDH6_METFP	Uncharacterized protein	A994_06361	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDI1	unreviewed	K2QDI1_METFP	Peptidase S24/S26A/S26B	A994_06386	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDI5	unreviewed	K2QDI5_METFP	Uncharacterized protein	A994_04050	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDJ0	unreviewed	K2QDJ0_METFP	2-ketoisovalerate ferredoxin reductase, EC 1.2.7.7	A994_04075	Methanobacterium formicicum (strain DSM 3637 / PP1)		1.2.7.7
K2QDJ5	unreviewed	K2QDJ5_METFP	Uncharacterized protein	A994_04100	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDJ8	unreviewed	K2QDJ8_METFP	Uncharacterized protein	A994_04125	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDK2	unreviewed	K2QDK2_METFP	ATPase AAA	A994_04150	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDK6	unreviewed	K2QDK6_METFP	Methyl coenzyme M reductase system, component A2	A994_04175	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDL7	unreviewed	K2QDL7_METFP	Uncharacterized protein	A994_04250	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDM4	unreviewed	K2QDM4_METFP	2-oxoglutarate ferredoxin oxidoreductase subunit beta	A994_04275	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDP5	unreviewed	K2QDP5_METFP	Uncharacterized protein	A994_04400	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDP8	unreviewed	K2QDP8_METFP	Uncharacterized protein	A994_04425	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDQ1	unreviewed	K2QDQ1_METFP	Uncharacterized protein	A994_04450	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDQ6	unreviewed	K2QDQ6_METFP	Aldo/keto reductase	A994_04475	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDR0	unreviewed	K2QDR0_METFP	Uncharacterized protein	A994_04500	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDR4	unreviewed	K2QDR4_METFP	Abi_C domain-containing protein	A994_04525	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDR9	unreviewed	K2QDR9_METFP	UspA domain-containing protein	A994_04550	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDS2	unreviewed	K2QDS2_METFP	Uncharacterized protein	A994_04575	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDS7	unreviewed	K2QDS7_METFP	UPF0305 protein A994_04600	A994_04600	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDS9	unreviewed	K2QDS9_METFP	DsrH family protein	A994_04625	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDT4	unreviewed	K2QDT4_METFP	TRK system potassium uptake protein TrkA	A994_04650	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDT7	unreviewed	K2QDT7_METFP	CDP-alcohol phosphatidyltransferase	A994_04675	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDU1	unreviewed	K2QDU1_METFP	Abortive infection protein	A994_04700	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDU9	unreviewed	K2QDU9_METFP	Hydrogenase assembly chaperone HypC/HupF	A994_04750	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDV3	unreviewed	K2QDV3_METFP	ABC transporter	A994_04775	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDV7	unreviewed	K2QDV7_METFP	Uncharacterized protein	A994_04800	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDW2	unreviewed	K2QDW2_METFP	Uncharacterized protein	A994_04825	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDW4	unreviewed	K2QDW4_METFP	Adenylyl cyclase	A994_04850	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDW9	unreviewed	K2QDW9_METFP	NADPH-dependent F420 reductase	A994_04875	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDX6	unreviewed	K2QDX6_METFP	UDP-glucose 4-epimerase	A994_04925	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDX9	unreviewed	K2QDX9_METFP	dTDP-glucose 4,6-dehydratase	A994_04950	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDZ3	unreviewed	K2QDZ3_METFP	Uncharacterized protein	A994_05050	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDZ6	unreviewed	K2QDZ6_METFP	PHP domain-containing protein	A994_05075	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QDZ9	unreviewed	K2QDZ9_METFP	RNA-processing protein	A994_05100	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE02	unreviewed	K2QE02_METFP	bPH_2 domain-containing protein	A994_05125	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE06	unreviewed	K2QE06_METFP	Uncharacterized protein	A994_05150	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE11	unreviewed	K2QE11_METFP	Signal transduction histidine kinase	A994_05175	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE26	unreviewed	K2QE26_METFP	Fructose-bisphosphatase, EC 3.1.3.11	A994_05250	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.1.3.11
K2QE46	unreviewed	K2QE46_METFP	PyrE-like protein	A994_05275	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE50	unreviewed	K2QE50_METFP	Uncharacterized protein	A994_05300	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE52	unreviewed	K2QE52_METFP	Xenobiotic-transporting ATPase	A994_02663	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE56	unreviewed	K2QE56_METFP	Beta-1,4-galactosyltransferase	A994_02688	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE58	unreviewed	K2QE58_METFP	Serine O-acetyltransferase (Serine acetyltransferase)	A994_02723	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE61	unreviewed	K2QE61_METFP	Pyruvate formate-lyase 2 activating enzyme	A994_02748	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE65	unreviewed	K2QE65_METFP	Oxidoreductase domain-containing protein	A994_02773	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE68	unreviewed	K2QE68_METFP	Uncharacterized protein	A994_02798	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE71	unreviewed	K2QE71_METFP	Uncharacterized protein	A994_02823	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE75	unreviewed	K2QE75_METFP	Uncharacterized protein	A994_02848	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE79	unreviewed	K2QE79_METFP	Uncharacterized protein	A994_02873	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE84	unreviewed	K2QE84_METFP	Uncharacterized protein	A994_02898	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE87	unreviewed	K2QE87_METFP	Small GTP-binding protein	A994_02923	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE90	unreviewed	K2QE90_METFP	Uncharacterized protein	A994_02948	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE95	unreviewed	K2QE95_METFP	Flavodoxin	A994_02973	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QE99	unreviewed	K2QE99_METFP	Uncharacterized protein	A994_02998	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEA2	unreviewed	K2QEA2_METFP	Sensory transduction histidine kinase	A994_03023	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEA8	unreviewed	K2QEA8_METFP	Cobalamin B12-binding domain-containing protein	A994_03048	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEB2	unreviewed	K2QEB2_METFP	ABC transporter ATPase	A994_03073	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEB7	unreviewed	K2QEB7_METFP	Putative PAS/PAC sensor protein	A994_03098	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEC0	unreviewed	K2QEC0_METFP	Thioredox_DsbH domain-containing protein	A994_03123	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QED7	unreviewed	K2QED7_METFP	Coenzyme F390 synthetase II	A994_03198	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEE2	unreviewed	K2QEE2_METFP	Uncharacterized protein	A994_03223	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEE9	unreviewed	K2QEE9_METFP	UspA domain-containing protein	A994_03248	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEF5	unreviewed	K2QEF5_METFP	Metal dependent phosphohydrolase	A994_03273	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEG0	unreviewed	K2QEG0_METFP	Molybdopterin-guanine dinucleotide biosynthesis protein A	A994_03298	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEG5	unreviewed	K2QEG5_METFP	Glycosyl transferase family 2	A994_03323	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEH1	unreviewed	K2QEH1_METFP	Methylase UbiE	A994_03348	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEH6	unreviewed	K2QEH6_METFP	Uncharacterized protein	A994_03373	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEI9	unreviewed	K2QEI9_METFP	RNA-metabolising metallo-beta-lactamase	A994_03448	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEJ4	unreviewed	K2QEJ4_METFP	NUDIX hydrolase	A994_03473	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEJ8	unreviewed	K2QEJ8_METFP	HEPN domain-containing protein	A994_03498	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEK3	unreviewed	K2QEK3_METFP	Uncharacterized protein	A994_03523	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEK8	unreviewed	K2QEK8_METFP	Uncharacterized protein	A994_03548	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEL3	unreviewed	K2QEL3_METFP	Uncharacterized protein	A994_03573	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEL8	unreviewed	K2QEL8_METFP	HEPN domain-containing protein	A994_03598	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEM2	unreviewed	K2QEM2_METFP	Uncharacterized protein	A994_03623	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEM9	unreviewed	K2QEM9_METFP	Uncharacterized protein	A994_03648	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEN3	unreviewed	K2QEN3_METFP	Uncharacterized protein	A994_03673	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEP1	unreviewed	K2QEP1_METFP	Uncharacterized protein	A994_03723	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEP8	unreviewed	K2QEP8_METFP	LmbE family protein	A994_03748	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEQ1	unreviewed	K2QEQ1_METFP	Heat shock protein Hsp20	A994_03773	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEQ6	unreviewed	K2QEQ6_METFP	Phosphonate-transporting ATPase	A994_03798	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QER1	unreviewed	K2QER1_METFP	Mg2+ transporter	A994_03823	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QER5	unreviewed	K2QER5_METFP	HNHc domain-containing protein	A994_03848	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QES0	unreviewed	K2QES0_METFP	Uncharacterized protein	A994_03873	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QES8	unreviewed	K2QES8_METFP	S_2TMBeta domain-containing protein	A994_03908	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QET1	unreviewed	K2QET1_METFP	Integrase family protein	A994_03933	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QET6	unreviewed	K2QET6_METFP	Integrase	A994_03958	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEU0	unreviewed	K2QEU0_METFP	Uncharacterized protein	A994_03983	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEU2	unreviewed	K2QEU2_METFP	Sodium/hydrogen exchanger	A994_04008	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEV2	unreviewed	K2QEV2_METFP	Prephenate dehydratase	A994_00030	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEV9	unreviewed	K2QEV9_METFP	Uncharacterized protein	A994_00055	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEW2	unreviewed	K2QEW2_METFP	Uncharacterized protein	A994_00080	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEW8	unreviewed	K2QEW8_METFP	Uncharacterized protein	A994_00105	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEX2	unreviewed	K2QEX2_METFP	Pyridoxamine 5'-phosphate oxidase-like FMN-binding protein	A994_00130	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEX7	unreviewed	K2QEX7_METFP	Uncharacterized protein	A994_00155	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEY3	unreviewed	K2QEY3_METFP	Long-chain-fatty-acid--CoA ligase	A994_00180	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEY8	unreviewed	K2QEY8_METFP	PadR family transcriptional regulator	A994_00205	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEZ1	unreviewed	K2QEZ1_METFP	NADH dehydrogenase (Ubiquinone) subunit 1-like protein	A994_00230	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QEZ6	unreviewed	K2QEZ6_METFP	Energy-converting hydrogenase B subunit J	A994_00255	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF01	unreviewed	K2QF01_METFP	Monovalent cation/H+ antiporter subunit C	A994_00280	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF05	unreviewed	K2QF05_METFP	Membrane-bound metal-dependent hydrolase	A994_00305	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF29	unreviewed	K2QF29_METFP	Uncharacterized protein	A994_00405	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF40	unreviewed	K2QF40_METFP	PHB domain-containing protein	A994_00455	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF45	unreviewed	K2QF45_METFP	Uncharacterized protein	A994_00480	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF51	unreviewed	K2QF51_METFP	Transglutaminase domain-containing protein	A994_00505	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF55	unreviewed	K2QF55_METFP	Phosphonate-transporting ATPase	A994_00530	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF60	unreviewed	K2QF60_METFP	Phosphonate-transporting ATPase	A994_00555	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF66	unreviewed	K2QF66_METFP	PK_C domain-containing protein	A994_00580	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF72	unreviewed	K2QF72_METFP	GYD family protein	A994_00605	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF75	unreviewed	K2QF75_METFP	N-acetyltransferase GCN5	A994_00630	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF79	unreviewed	K2QF79_METFP	PadR family transcriptional regulator	A994_00655	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF89	unreviewed	K2QF89_METFP	Isochorismatase hydrolase	A994_00705	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QF92	unreviewed	K2QF92_METFP	Transcriptional regulator	A994_00730	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFA0	unreviewed	K2QFA0_METFP	Uncharacterized protein	A994_00780	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFA9	unreviewed	K2QFA9_METFP	Coenzyme F420 hydrogenase subunit alpha	A994_00830	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFB8	unreviewed	K2QFB8_METFP	Uncharacterized protein	A994_00855	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFC6	unreviewed	K2QFC6_METFP	Uncharacterized protein	A994_00880	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFD7	unreviewed	K2QFD7_METFP	UPF0215 protein A994_00905	A994_00905	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFG2	unreviewed	K2QFG2_METFP	Uncharacterized protein	A994_00980	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFH4	unreviewed	K2QFH4_METFP	3-isopropylmalate dehydrogenase	A994_01030	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFI9	unreviewed	K2QFI9_METFP	SnoaL-like domain-containing protein	A994_01080	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFL5	unreviewed	K2QFL5_METFP	Uncharacterized protein	A994_01105	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFM5	unreviewed	K2QFM5_METFP	Uncharacterized protein	A994_01130	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFN0	unreviewed	K2QFN0_METFP	Uncharacterized protein	A994_01155	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFN3	unreviewed	K2QFN3_METFP	Phosphatidate cytidylyltransferase	A994_01180	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFN8	unreviewed	K2QFN8_METFP	Molybdenum cofactor synthesis domain-containing protein	A994_01205	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFN9	unreviewed	K2QFN9_METFP	Rubrerythrin	A994_01230	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFP4	unreviewed	K2QFP4_METFP	Precorrin-2 C20-methyltransferase	A994_01255	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFP7	unreviewed	K2QFP7_METFP	AAA_12 domain-containing protein	A994_01280	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFP9	unreviewed	K2QFP9_METFP	Flavin_Reduct domain-containing protein	A994_01305	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QFQ7	unreviewed	K2QFQ7_METFP	Uncharacterized protein	A994_01355	Methanobacterium formicicum (strain DSM 3637 / PP1)		
